gene	Chromosome	Probe.Set.ID	Affy.SNP.ID	dbSNP.RS.ID	Physical.Position	Position.End	Strand	Number.of.individuals	OMIM	Associated.Gene																			
CYSLTR2	13	AX-17180460	Affx-9438817	rs7331168	49524346	49524346	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000492622 // upstream // 25702 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// ENST00000580512 // upstream // 19998 // --- // --- // --- // --- /// NM_001079673 // upstream // 25702 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 240848 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180464	Affx-9438827	rs7337877	49525379	49525379	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000492622 // upstream // 24669 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// ENST00000580512 // upstream // 21031 // --- // --- // --- // --- /// NM_001079673 // upstream // 24669 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 241881 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-17180488	Affx-9439053	rs61950685	49545811	49545811	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000492622 // upstream // 4237 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// ENST00000580512 // upstream // 41463 // --- // --- // --- // --- /// NM_001079673 // upstream // 4237 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 262313 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31111369	Affx-9434538	rs1009718	49186732	49186732	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 94219 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 34508 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 94219 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 31695 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-31111403	Affx-9434623	rs9535055	49190584	49190584	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 90367 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 38360 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 90367 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 35547 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-31111473	Affx-9434954	rs78453390	49212695	49212695	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 68256 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 60471 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 68256 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 57658 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-31111481	Affx-9434970	rs12585234	49214508	49214508	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 66443 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 62284 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 66443 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 59471 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-31111575	Affx-9435377	rs80145258	49253456	49253456	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 27495 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 101232 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 27495 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 98419 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-31111603	Affx-9435537	rs73182548	49268605	49268605	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 12346 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 116381 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 12346 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 113568 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-31111649	Affx-9435864	rs1323547	49296801	49296801	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 13303 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 29424 // --- // --- // --- // --- /// NM_001079673 // upstream // 253247 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 13303 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31111659	Affx-9435885	rs77060646	49297940	49297940	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 14442 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 28285 // --- // --- // --- // --- /// NM_001079673 // upstream // 252108 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 14442 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31111661	Affx-9435886	rs57565976	49298065	49298065	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 14567 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 28160 // --- // --- // --- // --- /// NM_001079673 // upstream // 251983 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 14567 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31111713	Affx-9436130	rs5001170	49315583	49315583	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 32085 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 10642 // --- // --- // --- // --- /// NM_001079673 // upstream // 234465 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 32085 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31111721	Affx-9436139	rs1359110	49315996	49315996	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 32498 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 10229 // --- // --- // --- // --- /// NM_001079673 // upstream // 234052 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 32498 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31111759	Affx-9436217	rs9595985	49322158	49322158	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 38660 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 4067 // --- // --- // --- // --- /// NM_001079673 // upstream // 227890 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 38660 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31111813	Affx-9436549	rs12430308	49351814	49351814	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 5849 // --- // --- // --- // --- /// ENST00000580512 // downstream // 152442 // --- // --- // --- // --- /// NM_001079673 // upstream // 198234 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 68316 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31111927	Affx-9437111	rs118082658	49394011	49394011	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 48046 // --- // --- // --- // --- /// ENST00000580512 // downstream // 110245 // --- // --- // --- // --- /// NM_001079673 // upstream // 156037 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 110513 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31111945	Affx-9437143	rs730578	49397381	49397381	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 51416 // --- // --- // --- // --- /// ENST00000580512 // downstream // 106875 // --- // --- // --- // --- /// NM_001079673 // upstream // 152667 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 113883 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31112059	Affx-9437515	rs9568099	49427737	49427737	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 81772 // --- // --- // --- // --- /// ENST00000580512 // downstream // 76519 // --- // --- // --- // --- /// NM_001079673 // upstream // 122311 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 144239 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31112103	Affx-9437718	rs61949023	49443270	49443270	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 97305 // --- // --- // --- // --- /// ENST00000580512 // downstream // 60986 // --- // --- // --- // --- /// NM_001079673 // upstream // 106778 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 159772 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31112161	Affx-9438039	rs9568121	49464977	49464977	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 119012 // --- // --- // --- // --- /// ENST00000580512 // downstream // 39279 // --- // --- // --- // --- /// NM_001079673 // upstream // 85071 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 181479 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31112187	Affx-9438127	rs7490243	49471957	49471957	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 125992 // --- // --- // --- // --- /// ENST00000580512 // downstream // 32299 // --- // --- // --- // --- /// NM_001079673 // upstream // 78091 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 188459 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31112221	Affx-9438263	rs11619593	49482919	49482919	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 136954 // --- // --- // --- // --- /// ENST00000580512 // downstream // 21337 // --- // --- // --- // --- /// NM_001079673 // upstream // 67129 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 199421 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31112237	Affx-9438342	rs117707378	49487906	49487906	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 141941 // --- // --- // --- // --- /// ENST00000580512 // downstream // 16350 // --- // --- // --- // --- /// NM_001079673 // upstream // 62142 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 204408 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31112389	Affx-9439047	rs61950682	49545624	49545624	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000492622 // upstream // 4424 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// ENST00000580512 // upstream // 41276 // --- // --- // --- // --- /// NM_001079673 // upstream // 4424 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 262126 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-31112391	Affx-9439048	rs78808216	49545703	49545703	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000492622 // upstream // 4345 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// ENST00000580512 // upstream // 41355 // --- // --- // --- // --- /// NM_001079673 // upstream // 4345 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 262205 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-37637663	Affx-35834494	rs117481156	49154010	49154010	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 126941 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 1786 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NR_051983 // intron // 0 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-37637707	Affx-35834582	rs74966850	49253788	49253788	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // upstream // 27163 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000425350 // upstream // 101564 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462 /// NM_020377 // upstream // 27163 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// NR_051983 // upstream // 98751 // Hs.175225 // LINC00462 // 100129597 // long intergenic non-protein coding RNA 462																			
CYSLTR2	13	AX-37637723	Affx-35834613	rs117166622	49293116	49293116	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 9618 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 33109 // --- // --- // --- // --- /// NM_001079673 // upstream // 256932 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 9618 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-37637749	Affx-35834639	rs117045193	49315399	49315399	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000282018 // downstream // 31901 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2 /// ENST00000410459 // downstream // 10826 // --- // --- // --- // --- /// NM_001079673 // upstream // 234649 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 31901 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-37637763	Affx-35834670	rs117314761	49343011	49343011	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000410459 // upstream // 16719 // --- // --- // --- // --- /// ENST00000453033 // upstream // 2253 // --- // --- // --- // --- /// NM_001079673 // upstream // 207037 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 59513 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-37637807	Affx-35834726	rs117944294	49376999	49376999	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 31034 // --- // --- // --- // --- /// ENST00000580512 // downstream // 127257 // --- // --- // --- // --- /// NM_001079673 // upstream // 173049 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 93501 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
CYSLTR2	13	AX-37637813	Affx-35834733	rs118073095	49383445	49383445	+	170 // CEU /// 194 // CHB /// 178 // JPT /// 176 // YRI	---	ENST00000419812 // downstream // 37480 // --- // --- // --- // --- /// ENST00000580512 // downstream // 120811 // --- // --- // --- // --- /// NM_001079673 // upstream // 166603 // Hs.508010 // FNDC3A // 22862 // fibronectin type III domain containing 3A /// NM_020377 // downstream // 99947 // Hs.253706 // CYSLTR2 // 57105 // cysteinyl leukotriene receptor 2																			
